Description,GSM1059640,GSM1059641,GSM1059642,GSM1059643,GSM1059644,GSM1059645,GSM1059646,GSM1059647,GSM1059648,GSM1059649,GSM1059650,GSM1059651,GSM1059652,GSM1059653,GSM1059654,ID
SLIT-ROBO Rho GTPase activating protein 2,3.028073752,2.685945412,2.962815449,3.504594148,2.365516719,2.803781996,2.953248667,2.751699226,2.594907723,2.532050995,2.688218223,2.141082598,2.247763651,2.783904445,2.553900571,23380_at
"Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)",4.788887682,4.396822718,4.728293498,4.752045145,4.615180245,4.950435042,3.851932584,4.726078344,3.918821907,4.481079108,4.381719382,4.513038593,4.807212382,4.198978467,5.037195914,23381_at
adenosylhomocysteinase-like 2,3.458254465,3.657683243,3.311034703,3.483355992,3.5469632,3.660955256,3.326917321,3.483355992,3.122542401,3.106952636,3.769413866,3.344592968,3.542802179,3.688067969,3.498016273,23382_at
MAU2 chromatid cohesion factor homolog (C. elegans),7.010545041,7.244034069,7.307351433,7.243636206,7.181841164,7.187769297,7.339976467,7.31212522,5.831001484,6.728373453,7.151296833,6.6543915,7.452082366,6.94258526,7.126339835,23383_at
sperm antigen with calponin homology and coiled-coil domains 1-like,4.755094696,4.821674365,4.9128253,4.724745004,4.970740622,5.09543677,4.69191747,5.038420035,4.300656219,4.724745004,4.627514684,3.920407441,4.505615719,4.724745004,4.862221664,23384_at
nicastrin,4.685736857,4.909582888,4.788914641,5.063410234,4.608678439,5.015655294,4.997290939,4.917955075,4.340706714,4.836300635,4.930002242,4.804558786,5.072508126,4.840690645,4.842714426,23385_at
NudC domain containing 3,6.31940074,6.044468981,6.204633286,6.279885559,6.585937854,6.268826372,5.591868106,6.289040695,5.136802809,6.336775298,6.18785354,6.020960088,6.714259313,5.746129441,6.18785354,23386_at
SIK family kinase 3,7.941873443,7.782475734,8.023043718,7.73502132,8.115062076,8.167064646,8.137679691,7.801399515,6.776823839,7.422568468,7.935333067,6.591695821,7.86481725,7.881844354,7.905159183,23387_at
mediator complex subunit 13-like,7.425844831,7.538937727,7.575230096,7.568144395,8.025230677,7.901948486,7.94869572,7.692143994,6.388324166,7.394524233,7.139507673,6.186471316,7.333389386,7.549404007,7.976097355,23389_at
"zinc finger, DHHC-type containing 17",9.689322102,9.873444558,9.610051663,9.551285221,9.55442955,9.566806397,9.455668492,9.831591166,9.063535972,9.112160951,9.753093262,9.088567551,9.252287876,9.471053962,9.803886691,23390_at
KIAA0368,8.971507585,9.186286304,8.934361158,8.93049226,9.033676401,8.834897245,8.64296979,9.229997773,8.522696487,9.014895027,8.997937147,8.798059729,8.733417272,9.007487545,9.112710936,23392_at
"leucyl-tRNA synthetase 2, mitochondrial",6.608503742,5.899888385,5.858144509,5.651580369,6.003710662,6.119437747,5.701102559,6.447081577,4.645450318,5.45582547,5.953193871,5.322394776,4.682940741,5.597830337,5.196836822,23395_at
"phosphatidylinositol-4-phosphate 5-kinase, type I, gamma",3.29789321,3.083936526,3.581260419,3.197360069,3.329604713,3.507343621,3.190151878,3.336815779,2.846403712,2.644273703,3.310573197,2.920220415,3.428523523,3.410606646,3.366439086,23396_at
"non-SMC condensin I complex, subunit H",3.015956581,2.087271469,2.39561093,2.179689093,2.294011162,2.284357769,2.103867625,2.284357769,2.944192212,1.554931102,2.336808015,2.694681423,1.946439674,2.482187379,2.218087065,23397_at
peptidylprolyl isomerase domain and WD repeat containing 1,7.467027257,7.284209672,7.210591769,7.324009653,7.303269473,7.560489715,7.704701312,7.635404105,6.490992917,7.279889449,7.58860917,7.025716047,6.509101668,7.472352176,7.512405827,23398_at
CTD nuclear envelope phosphatase 1,5.863778099,5.492602618,5.546523253,5.817106259,6.214384241,5.756592807,5.835682878,5.523961331,5.699376192,5.982954275,5.578130007,6.312271155,6.627225992,4.748862889,5.0893432,23399_at
"farnesyltransferase, CAAX box, alpha",11.43239687,11.52594178,11.42348104,11.50171943,11.51986299,11.44834875,11.37985507,11.4584008,11.38981385,11.1829525,11.53489825,11.66027466,11.34654422,11.43013083,11.56887769,2339_at
ATPase type 13A2,3.270763981,3.4440715,3.285327329,2.954555343,3.378308281,3.208794815,2.905995592,3.301731331,2.693660498,2.782901816,3.311696728,3.18113313,3.821055583,3.338731899,3.121073881,23400_at
frequently rearranged in advanced T-cell lymphomas 2,4.227977462,5.20372529,4.300449577,4.928049585,4.136234443,4.372360234,7.392063781,4.072820651,4.281471978,3.582510713,4.683157173,4.154775889,4.12388095,5.222792338,3.931468532,23401_at
F-box protein 46,4.054002673,4.118512922,4.166353381,4.326636771,4.748719518,4.734353719,4.416797286,4.415581839,3.72038948,4.282658717,4.326636771,4.833225377,5.202229222,4.088662484,4.341452649,23403_at
exosome component 2,4.335405017,4.095364794,4.117031954,4.240408607,4.080501347,3.963312472,4.080501347,4.476309605,3.079761492,4.268451499,3.965453981,4.064436935,4.056867271,3.784393134,4.080501347,23404_at
"dicer 1, ribonuclease type III",8.881397332,9.062155419,9.247470162,8.851990472,8.63023047,8.921456199,9.33684353,8.958622544,8.320230575,8.199569953,9.093912163,8.307705843,8.267960872,8.985417711,9.125879129,23405_at
coactosin-like 1 (Dictyostelium),8.58738899,9.041828439,7.587687286,9.464027001,9.308581274,9.047652425,9.827380603,8.180094121,8.850107266,7.44081275,9.653545783,9.446789882,8.541501946,9.462656077,9.292676723,23406_at
sirtuin 5,5.638179561,5.441157568,5.419199606,5.764099588,5.939443409,5.79490611,5.342687698,5.404741632,5.642979447,5.774092405,5.713229105,6.318506099,6.136727891,5.108763869,5.682023305,23408_at
sirtuin 4,2.606019478,2.325287995,2.519591665,2.752704468,2.267533855,2.307352292,2.026395693,2.542568953,2.222884296,2.892804455,2.199724228,3.037710911,2.743669283,2.576767299,2.242550822,23409_at
sirtuin 3,3.216797738,2.991442234,3.254935117,2.969322811,3.477590137,3.20425747,3.455678731,3.25012891,3.214682359,3.219218538,3.254922052,3.254733997,3.466941976,3.38833227,3.133750055,23410_at
sirtuin 1,8.147239431,7.974920161,8.346143628,7.942608439,8.464791876,8.154182582,8.154182582,8.289163901,7.584907113,7.972689499,8.37982358,7.769034934,8.731986442,7.992261618,8.444027394,23411_at
COMM domain containing 3,9.102348367,8.828083553,9.096366721,9.307154823,9.374414971,9.156497379,9.088416131,8.863280424,9.738016836,9.727374902,9.103880539,9.932020013,9.304525563,9.032270815,9.012980974,23412_at
neuronal calcium sensor 1,2.56745709,2.449734653,2.26142796,2.375169007,2.460748255,2.463836264,2.528191141,2.507259909,2.74186441,2.550093086,2.634015976,2.569066006,2.633211874,2.437582059,2.563567449,23413_at
"zinc finger protein, multitype 2",7.847585624,7.77801479,7.950267705,7.693119706,8.375286213,7.589644668,6.948186847,7.891848801,6.883690592,7.104245465,7.501457195,6.949435204,7.681223437,7.310781844,7.831111748,23414_at
"potassium voltage-gated channel, subfamily H (eag-related), member 4",1.992376302,2.069234137,2.018429203,2.009578338,2.080343407,2.01073017,2.690124361,1.854640829,2.107683481,2.279763098,2.128602773,2.104058516,2.299114873,1.897721469,2.069234137,23415_at
"potassium voltage-gated channel, subfamily H (eag-related), member 3",2.554919304,2.749844952,2.990651905,2.773542154,2.823277227,2.804460389,2.7983878,2.643437319,2.911430053,3.107207886,2.824015827,3.173241848,2.912089449,2.72991389,2.659028757,23416_at
malonyl-CoA decarboxylase,5.041066578,4.963290236,4.892948838,4.772706318,5.155303694,5.201055857,4.255676262,5.223214701,4.692193055,4.878249733,4.972663326,5.18800953,5.413886941,5.280162186,5.147091964,23417_at
crumbs homolog 1 (Drosophila),1.771528339,1.938289464,2.114385318,1.938289464,1.952635075,1.857010264,1.81780391,1.874497497,2.042919623,2.386576482,1.568305942,1.659274142,1.938289464,1.857821839,1.981097138,23418_at
integrin beta 3 binding protein (beta3-endonexin),5.885509026,5.28510913,6.603946687,5.713402599,6.164646947,6.931713962,5.576989425,6.779786039,7.945704802,8.318098202,6.829132194,7.084019597,7.251140036,7.153318435,5.772433608,23421_at
transmembrane emp24 protein transport domain containing 3,4.771283341,4.293405197,4.277898732,4.884868148,3.805717841,4.507107531,4.602125597,3.884703721,6.229497204,4.819983026,4.636442903,5.713605583,3.613623972,4.723713963,4.116590645,23423_at
tudor domain containing 7,6.359617513,6.718070628,6.171837994,6.654251105,6.436859797,5.958381088,6.697437317,6.499790029,5.385973885,6.492762874,6.456540666,6.667002634,5.914336515,6.239990523,6.766129854,23424_at
glutamate receptor interacting protein 1,3.564052623,4.036466755,3.931314566,3.643059929,3.228087206,2.633799464,2.395604665,3.971019411,2.241296714,4.32293992,3.125985828,2.635176399,3.120838595,2.824146686,3.471391368,23426_at
"solute carrier family 7 (amino acid transporter, L-type), member 8",6.163485312,5.676630183,6.000615951,6.324928648,6.562966921,5.849193999,5.53370382,5.732105775,6.212391579,6.791737697,6.174810011,6.514490899,6.176913908,6.155624996,6.155624996,23428_at
RING1 and YY1 binding protein,7.569305347,8.01426295,7.678016762,7.469060377,8.087466259,7.552490233,8.45254495,7.689133449,7.385833333,7.621288496,7.703988852,6.750975961,7.919023885,7.724203418,7.695756307,23429_at
"farnesyltransferase, CAAX box, beta",6.560444729,6.594928682,6.669825045,6.477905782,6.380613905,7.050195582,6.567507759,6.5488333,6.185746001,5.995008622,6.734719192,6.165986097,6.549627937,6.663768401,6.626031048,2342_at
tryptase delta 1,1.048961565,1.367146097,1.190859622,1.16592941,1.300523818,1.291950067,1.312412344,1.247642039,1.6390685,1.802714712,1.730264121,0.92147548,1.38195961,1.38195961,1.132349519,23430_at
"adaptor-related protein complex 4, epsilon 1 subunit",1.85372849,1.974463133,2.051066296,1.748635846,1.68700775,1.906257159,2.486244255,2.071192246,1.833872521,1.986223546,1.693327281,1.616083932,1.906257159,1.909592595,1.906257159,23431_at
G protein-coupled receptor 161,3.646786474,3.351401772,3.535404914,3.624551654,3.344376459,3.55253986,3.55253986,3.55253986,3.526230894,4.00234397,3.733180299,3.080214475,3.699652879,3.750860037,3.451643225,23432_at
"ras homolog gene family, member Q",12.91837838,13.19017827,13.13558889,13.04188101,13.19769266,12.63380454,12.78955615,13.25914238,12.63983063,12.49238937,13.18269931,12.65490393,12.66158379,12.78594402,13.13171656,23433_at
chromosome 3 open reading frame 27,1.74352194,1.956645854,1.482629846,1.771618068,1.652142084,1.834863757,1.737315713,1.668231909,1.84627483,1.861830671,1.845267049,1.687558709,1.765102592,1.787969989,1.715486257,23434_at
TAR DNA binding protein,7.414145105,7.681957757,7.653868801,7.421613662,7.460992473,7.676720573,7.830952237,7.409240998,6.60301156,6.743702488,7.188314185,6.036290533,6.414831556,7.414145105,7.85237589,23435_at
"histidyl-tRNA synthetase 2, mitochondrial (putative)",6.578688348,5.941898299,6.229222901,6.245801199,5.740126335,6.326514846,6.158341716,6.139511396,5.397756969,5.585349551,5.980016294,6.159680496,6.21472753,5.860083408,6.043374445,23438_at
"ATPase, Na+/K+ transporting, beta 4 polypeptide",1.981591332,1.516545529,1.673876402,1.912225232,1.789925947,2.230977089,1.912225232,1.912225232,2.210970729,2.085202322,1.912225232,2.008338044,2.117285248,1.598507964,1.802094029,23439_at
orthopedia homeobox,1.763451066,1.94693268,1.692144808,1.94693268,2.225142441,1.64558903,2.078320104,1.94126751,2.71675023,2.115136419,2.068259414,1.89389256,1.939313503,1.818868392,2.073601341,23440_at
"solute carrier family 44, member 1",8.563818904,8.365751556,8.30245725,8.903366826,8.366067286,8.433214128,7.871222796,8.394373198,8.122499129,7.989736987,8.386662085,8.091024845,7.967544885,8.241767653,8.109515149,23446_at
"splicing factor 3b, subunit 3, 130kDa",4.902531758,4.832089189,4.681527389,4.660459821,4.455459834,4.857653264,4.83388108,4.639811315,4.514119601,4.881515863,4.77075453,4.412561991,5.781292893,4.77075453,4.762579294,23450_at
"splicing factor 3b, subunit 1, 155kDa",11.52306229,11.64200517,11.49635992,11.46485058,11.32943108,11.53833887,11.70024719,11.65034121,10.93652027,10.67324624,11.50630141,10.67056055,10.95315124,11.49975155,11.63057957,23451_at
angiopoietin-like 2,9.431993089,9.271796399,9.402259764,9.315027131,9.564439242,9.28181164,9.409055137,9.218361674,8.579534934,9.208978664,9.364761926,8.900500746,9.739258159,9.402813064,9.828081661,23452_at
"ATP-binding cassette, sub-family B (MDR/TAP), member 10",8.411986077,8.367744954,8.345763852,7.84135249,7.75177244,8.194685974,8.36993394,8.365346879,8.394838551,7.421835971,8.312884651,8.208878138,8.041500221,8.554479213,8.452707276,23456_at
"ATP-binding cassette, sub-family B (MDR/TAP), member 9",2.201917754,2.119354512,2.229957348,2.119354512,2.167489961,1.829411991,1.944625216,2.119354512,2.418805013,2.119354512,2.113421907,1.973645756,2.628418368,2.075719151,2.063545785,23457_at
"ATP-binding cassette, sub-family A (ABC1), member 6",7.517597957,7.960151234,7.547644459,7.109609004,7.409755169,7.410764706,7.566855403,8.215361279,6.417065104,6.569937818,7.836632075,7.056672865,5.627723175,7.207184351,8.163226816,23460_at
"ATP-binding cassette, sub-family A (ABC1), member 5",8.168478083,8.795098581,8.683120542,8.614219687,8.184863918,8.711609334,7.374304582,8.771891546,7.417936304,7.811430195,8.215401092,7.539467008,6.944741028,8.45377777,9.092800604,23461_at
hairy/enhancer-of-split related with YRPW motif 1,8.558786991,8.591058665,8.677268975,8.427203673,8.466165133,8.928937666,8.526279733,8.767030689,7.704082438,8.114359671,8.178694833,7.377586853,9.044869543,8.055330555,7.336322457,23462_at
isoprenylcysteine carboxyl methyltransferase,7.438409071,7.569919294,7.502224557,7.830022717,7.515163851,7.795054566,7.252969754,7.543724448,6.448396888,6.931455608,7.777130085,7.434709808,7.636503923,7.594916703,7.744364732,23463_at
glycine C-acetyltransferase,3.075191456,3.320111598,3.341669649,3.428498376,3.628898464,3.384467968,3.410628793,3.117576606,3.428617817,4.054396752,3.362709063,4.026625205,3.502138601,3.5735978,3.136002983,23464_at
chromobox homolog 6,5.912120159,5.884569066,5.856324105,6.051988091,6.092070849,5.990981406,6.021984489,6.042603959,5.099704684,5.513629798,5.939191633,5.396445494,6.527878518,6.036276604,5.983915451,23466_at
neuronal pentraxin receptor,2.538172537,3.299553082,2.840855348,2.397168164,2.41513367,2.398480414,2.656896985,3.197822555,2.481252166,2.760654339,2.917086832,2.207110666,2.66796189,2.656896985,2.656896985,23467_at
chromobox homolog 5,3.424654274,3.471239943,3.471535434,3.471239943,3.604838213,3.540219991,3.256477773,3.471239943,3.427145875,3.816078872,3.460968294,3.229115657,3.623502146,3.389982048,3.424865944,23468_at
translocation associated membrane protein 1,11.01310211,10.97011935,11.14475605,10.97324633,11.01749509,11.03900834,11.06274203,11.01074253,11.09368294,10.98880594,10.89792845,11.01749509,10.84892617,11.10485019,11.06195408,23471_at
calpain 7,8.658572644,8.579012248,8.914487488,8.233657375,8.823286631,8.658572644,7.861890547,8.726756473,8.539277765,8.650691126,8.827683243,8.701539708,8.6535599,8.642668389,8.872950869,23473_at
ethylmalonic encephalopathy 1,4.26026305,3.227149684,3.915682258,4.658559625,4.356163069,3.915281203,3.841598861,4.220063494,6.034725057,5.535871603,3.873091391,5.594424782,5.161678047,4.116334504,3.715390508,23474_at
bromodomain containing 4,3.069747285,3.051141316,2.76788005,3.051141316,3.632171171,3.008415713,3.446113548,2.73382442,2.632298711,2.971522976,2.967918056,2.844757983,3.209238972,3.051141316,2.956856531,23476_at
SEC11 homolog A (S. cerevisiae),11.66036086,11.41750528,11.53659874,11.8826927,11.77797928,11.66798593,11.56212383,11.49781823,12.15770286,12.28744361,11.54551835,12.28181399,11.82451413,11.50193562,11.63513451,23478_at
iron-sulfur cluster scaffold homolog (E. coli),11.7514923,11.87023441,11.86818982,11.87012517,11.95017402,11.91675288,11.81640999,11.92561423,12.14832929,12.11307035,11.96584076,12.27342469,11.90771709,11.74610578,11.97607556,23479_at
Sec61 gamma subunit,10.37002449,10.22159724,10.33791492,10.58168981,10.5547844,10.37465208,10.41581154,10.12868031,11.38390934,11.39453752,10.29747322,11.32680115,9.980287404,10.17496639,10.26658135,23480_at
"pescadillo homolog 1, containing BRCT domain (zebrafish)",4.609171297,4.413190263,4.631370496,4.519578334,4.581094196,4.509812132,4.8292717,4.327820789,4.448494007,4.676967513,4.109729405,4.976013414,4.919130963,4.444156451,4.642592766,23481_at
"TDP-glucose 4,6-dehydratase",6.536394069,6.309726702,6.536394069,6.387377207,6.323746439,6.6832023,6.571497927,6.536394069,6.530270263,5.683920729,6.536394069,6.832799609,6.705609714,6.116838396,7.32047177,23483_at
leptin receptor overlapping transcript-like 1,8.262495653,7.988362942,8.068945804,7.906367152,7.952745579,8.376154328,8.486365952,8.16429528,7.752026452,7.289419711,8.300375766,7.636181127,7.947531112,8.304232539,7.939538259,23484_at
folate receptor 1 (adult),1.893065209,2.173264367,2.346935948,1.880307489,1.578560472,1.772352338,2.114898224,2.192092657,2.118233054,2.15460251,2.302167984,1.743359027,2.085826068,2.087289866,2.187828578,2348_at
carboxylesterase 3,4.643486352,3.913232162,3.042440119,3.199788259,3.76682652,3.266791242,3.438554894,2.726425445,3.643061325,3.390553145,3.544009083,2.695632051,3.45311381,3.507645866,3.481257531,23491_at
chromobox homolog 7,5.786642008,6.080694102,5.722833386,6.399251542,6.867987719,6.298692487,5.811290744,6.037059422,4.094028243,5.663164862,6.344756043,5.862899654,6.852120903,5.89104574,6.625515412,23492_at
hairy/enhancer-of-split related with YRPW motif 2,2.462913484,2.364984513,2.46774913,2.531741478,2.315662408,2.781329257,2.177617979,2.453995116,2.144304185,2.582511326,2.653706986,2.443807854,2.863449893,2.509149272,2.250324093,23493_at
